file_path	icona_attuale	tipo	contesto	proposta_tabler	note
toonz/sources/toonz/icons/dark/ztoryc/ztoryc_lock_on.svg	ztoryc_lock_on.svg	svg	Ztoryc board/animatic toolbar	lucide/lock	
toonz/sources/toonz/icons/dark/ztoryc/ztoryc_merge.svg	ztoryc_merge.svg	svg	Ztoryc board/animatic toolbar	CUSTOM	da creare: due blocchi uniti da simbolo link/freccia
toonz/sources/toonz/icons/dark/ztoryc/ztoryc_numbering.svg	ztoryc_numbering.svg	svg	Ztoryc board/animatic toolbar	tabler/list-numbers	
toonz/sources/toonz/icons/dark/ztoryc/ztoryc_paste.svg	ztoryc_paste.svg	svg	Ztoryc board/animatic toolbar	lucide/clipboard-paste	
toonz/sources/toonz/icons/dark/ztoryc/ztoryc_razor.svg	ztoryc_razor.svg	svg	Ztoryc board/animatic toolbar	lucide/scissors	
toonz/sources/toonz/icons/dark/ztoryc/ztoryc_refresh_preview.svg	ztoryc_refresh_preview.svg	svg	Ztoryc board/animatic toolbar	lucide/refresh-cw	
toonz/sources/toonz/icons/dark/ztoryc/ztoryc_select.svg	ztoryc_select.svg	svg	Ztoryc board/animatic toolbar	tabler/pointer	
toonz/sources/toonz/icons/dark/ztoryc/ztoryc_trim.svg	ztoryc_trim.svg	svg	Ztoryc board/animatic toolbar	(tieni attuale)	bottone Trim/Roll: l'icona seam attuale va bene
toonz/sources/toonz/icons/dark/tools/20/animate.svg	animate.svg	svg	drawing tool		
toonz/sources/toonz/icons/dark/tools/20/animate_position.svg	animate_position.svg	svg	drawing tool		
toonz/sources/toonz/icons/dark/tools/20/bender.svg	bender.svg	svg	drawing tool		
toonz/sources/toonz/icons/dark/tools/20/brush.svg	brush.svg	svg	drawing tool		
toonz/sources/toonz/icons/dark/tools/20/controlpointeditor.svg	controlpointeditor.svg	svg	drawing tool		
toonz/sources/toonz/icons/dark/tools/20/cutter.svg	cutter.svg	svg	drawing tool		
toonz/sources/toonz/icons/dark/tools/20/eraser.svg	eraser.svg	svg	drawing tool		
toonz/sources/toonz/icons/dark/tools/20/fill.svg	fill.svg	svg	drawing tool		
