file_path	icona_attuale	tipo	contesto	proposta_tabler	note
toonz/sources/toonz/icons/dark/tools/20/finger.svg	finger.svg	svg	drawing tool		
toonz/sources/toonz/icons/dark/tools/20/geometric.svg	geometric.svg	svg	drawing tool		
toonz/sources/toonz/icons/dark/tools/20/hand.svg	hand.svg	svg	drawing tool		
toonz/sources/toonz/icons/dark/tools/20/hook.svg	hook.svg	svg	drawing tool		
toonz/sources/toonz/icons/dark/tools/20/iron.svg	iron.svg	svg	drawing tool		
toonz/sources/toonz/icons/dark/tools/20/magnet.svg	magnet.svg	svg	drawing tool		
toonz/sources/toonz/icons/dark/tools/20/paintbrush.svg	paintbrush.svg	svg	drawing tool		
toonz/sources/toonz/icons/dark/tools/20/perspective_grid.svg	perspective_grid.svg	svg	drawing tool		
toonz/sources/toonz/icons/dark/tools/20/pinch.svg	pinch.svg	svg	drawing tool		
toonz/sources/toonz/icons/dark/tools/20/plastic.svg	plastic.svg	svg	drawing tool		
toonz/sources/toonz/icons/dark/tools/20/pump.svg	pump.svg	svg	drawing tool		
toonz/sources/toonz/icons/dark/tools/20/radar.svg	radar.svg	svg	drawing tool		
toonz/sources/toonz/icons/dark/tools/20/rgbpicker.svg	rgbpicker.svg	svg	drawing tool		
toonz/sources/toonz/icons/dark/tools/20/rgbpicker_on.svg	rgbpicker_on.svg	svg	drawing tool		
toonz/sources/toonz/icons/dark/tools/20/rgbpicker_over.svg	rgbpicker_over.svg	svg	drawing tool		
toonz/sources/toonz/icons/dark/tools/20/rotate.svg	rotate.svg	svg	drawing tool		
toonz/sources/toonz/icons/dark/tools/20/ruler.svg	ruler.svg	svg	drawing tool		
toonz/sources/toonz/icons/dark/tools/20/selection.svg	selection.svg	svg	drawing tool		
toonz/sources/toonz/icons/dark/tools/20/skeleton.svg	skeleton.svg	svg	drawing tool		
toonz/sources/toonz/icons/dark/tools/20/stylepicker.svg	stylepicker.svg	svg	drawing tool		
toonz/sources/toonz/icons/dark/tools/20/symmetry.svg	symmetry.svg	svg	drawing tool		
toonz/sources/toonz/icons/dark/tools/20/tape.svg	tape.svg	svg	drawing tool		
toonz/sources/toonz/icons/dark/tools/20/tracker.svg	tracker.svg	svg	drawing tool		
toonz/sources/toonz/icons/dark/tools/20/type.svg	type.svg	svg	drawing tool		
toonz/sources/toonz/icons/dark/tools/20/zoom.svg	zoom.svg	svg	drawing tool		
toonz/sources/toonz/icons/dark/tools/18/edit_all.svg	edit_all.svg	svg	drawing tool		
toonz/sources/toonz/icons/dark/tools/18/edit_center.svg	edit_center.svg	svg	drawing tool		
toonz/sources/toonz/icons/dark/tools/18/edit_drawingnumber.svg	edit_drawingnumber.svg	svg	drawing tool		
toonz/sources/toonz/icons/dark/tools/18/edit_position.svg	edit_position.svg	svg	drawing tool		
toonz/sources/toonz/icons/dark/tools/18/edit_rotation.svg	edit_rotation.svg	svg	drawing tool		
toonz/sources/toonz/icons/dark/tools/18/edit_scale.svg	edit_scale.svg	svg	drawing tool		
toonz/sources/toonz/icons/dark/tools/18/edit_shear.svg	edit_shear.svg	svg	drawing tool		
toonz/sources/toonz/icons/dark/mimetypes/audio_icon.svg	audio_icon.svg	svg	file mimetype		
toonz/sources/toonz/icons/dark/mimetypes/broken_icon.svg	broken_icon.svg	svg	file mimetype		
toonz/sources/toonz/icons/dark/mimetypes/cleanup_icon.svg	cleanup_icon.svg	svg	file mimetype		
toonz/sources/toonz/icons/dark/mimetypes/curve_icon.svg	curve_icon.svg	svg	file mimetype		
toonz/sources/toonz/icons/dark/mimetypes/json_icon.svg	json_icon.svg	svg	file mimetype		
toonz/sources/toonz/icons/dark/mimetypes/missing_icon.svg	missing_icon.svg	svg	file mimetype		
toonz/sources/toonz/icons/dark/mimetypes/motionpath_icon.svg	motionpath_icon.svg	svg	file mimetype		
toonz/sources/toonz/icons/dark/mimetypes/prodboard_icon.svg	prodboard_icon.svg	svg	file mimetype		
toonz/sources/toonz/icons/dark/mimetypes/psd_icon.svg	psd_icon.svg	svg	file mimetype		
toonz/sources/toonz/icons/dark/mimetypes/script_icon.svg	script_icon.svg	svg	file mimetype		
toonz/sources/toonz/icons/dark/mimetypes/svg_icon.svg	svg_icon.svg	svg	file mimetype		
toonz/sources/toonz/icons/dark/mimetypes/tasklist_icon.svg	tasklist_icon.svg	svg	file mimetype		
toonz/sources/toonz/icons/dark/mimetypes/unknown_icon.svg	unknown_icon.svg	svg	file mimetype		
toonz/sources/toonz/icons/dark/mimetypes/xdts_icon.svg	xdts_icon.svg	svg	file mimetype		
toonz/sources/toonz/icons/dark/actions/35/task_cleanup_completed.svg	task_cleanup_completed.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/35/task_cleanup_completed_with_errors.svg	task_cleanup_completed_with_errors.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/35/task_cleanup_computing.svg	task_cleanup_computing.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/35/task_cleanup_failed.svg	task_cleanup_failed.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/35/task_cleanup_suspended.svg	task_cleanup_suspended.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/35/task_cln_completed.svg	task_cln_completed.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/35/task_cln_completed_with_errors.svg	task_cln_completed_with_errors.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/35/task_cln_computing.svg	task_cln_computing.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/35/task_cln_failed.svg	task_cln_failed.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/35/task_cln_suspended.svg	task_cln_suspended.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/35/task_render_completed.svg	task_render_completed.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/35/task_render_completed_with_errors.svg	task_render_completed_with_errors.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/35/task_render_computing.svg	task_render_computing.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/35/task_render_failed.svg	task_render_failed.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/35/task_render_suspended.svg	task_render_suspended.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/60/folder_browser.svg	folder_browser.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/60/folder_browser_link.svg	folder_browser_link.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/60/folder_browser_up.svg	folder_browser_up.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/20/dragpalette.svg	dragpalette.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/20/eraser_freehand.svg	eraser_freehand.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/20/eraser_normal.svg	eraser_normal.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/20/eraser_polyline.svg	eraser_polyline.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/20/eraser_rectangular.svg	eraser_rectangular.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/20/eraser_segment.svg	eraser_segment.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/20/fill_freehand.svg	fill_freehand.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/20/fill_freepick.svg	fill_freepick.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/20/fill_mode_areas.svg	fill_mode_areas.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/20/fill_mode_lines.svg	fill_mode_lines.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/20/fill_mode_lines_areas.svg	fill_mode_lines_areas.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/20/fill_normal.svg	fill_normal.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/20/fill_polyline.svg	fill_polyline.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/20/fill_rectangular.svg	fill_rectangular.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/20/geometric_arc.svg	geometric_arc.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/20/geometric_circle.svg	geometric_circle.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/20/geometric_ellipse.svg	geometric_ellipse.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/20/geometric_line.svg	geometric_line.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/20/geometric_multiarc.svg	geometric_multiarc.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/20/geometric_polygon.svg	geometric_polygon.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/20/geometric_polyline.svg	geometric_polyline.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/20/geometric_rectangle.svg	geometric_rectangle.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/20/hand_schematic.svg	hand_schematic.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/20/iconifynodes.svg	iconifynodes.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/20/iconifynodes_on.svg	iconifynodes_on.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/20/iconifynodes_over.svg	iconifynodes_over.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/20/key_modified.svg	key_modified.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/20/key_off.svg	key_off.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/20/key_on.svg	key_on.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/20/key_partial.svg	key_partial.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/20/maximizenodes.svg	maximizenodes.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/20/minimizenodes.svg	minimizenodes.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/20/mode_areas.svg	mode_areas.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/20/mode_areas_lines.svg	mode_areas_lines.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/20/mode_lines.svg	mode_lines.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/20/motionpath.svg	motionpath.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/20/newstyle.svg	newstyle.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/20/onionskin_toggle.svg	onionskin_toggle.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/20/paintbrush_mode_areas.svg	paintbrush_mode_areas.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/20/paintbrush_mode_lines.svg	paintbrush_mode_lines.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/20/paintbrush_mode_lines_areas.svg	paintbrush_mode_lines_areas.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/20/pane_3d.svg	pane_3d.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/20/pane_cam.svg	pane_cam.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/20/pane_close.svg	pane_close.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/20/pane_freeze.svg	pane_freeze.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/20/pane_grid.svg	pane_grid.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/20/pane_minimize.svg	pane_minimize.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/20/pane_perspective.svg	pane_perspective.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/20/pane_preview.svg	pane_preview.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/20/pane_safe.svg	pane_safe.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/20/pane_subpreview.svg	pane_subpreview.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/20/pane_symmetry.svg	pane_symmetry.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/20/pane_table.svg	pane_table.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/20/pegbar.svg	pegbar.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/20/reorder.svg	reorder.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/20/segment_linked.svg	segment_linked.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/20/segment_linked_on.svg	segment_linked_on.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/20/selection_freehand.svg	selection_freehand.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/20/selection_normal.svg	selection_normal.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/20/selection_polyline.svg	selection_polyline.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/20/selection_rectangular.svg	selection_rectangular.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/20/selection_schematic.svg	selection_schematic.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/20/stylepicker_areas.svg	stylepicker_areas.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/20/stylepicker_lines.svg	stylepicker_lines.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/20/stylepicker_lines_areas.svg	stylepicker_lines_areas.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/20/swap.svg	swap.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/20/switchport.svg	switchport.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/20/switchport_on.svg	switchport_on.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/20/switchport_over.svg	switchport_over.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/20/tape_freehand.svg	tape_freehand.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/20/tape_normal.svg	tape_normal.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/20/tape_polyline.svg	tape_polyline.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/20/tape_rectangular.svg	tape_rectangular.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/20/toggle_xsheet_orientation.svg	toggle_xsheet_orientation.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/20/touch.svg	touch.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/20/type_erase_segment.svg	type_erase_segment.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/20/type_lasso.svg	type_lasso.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/20/type_normal.svg	type_normal.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/20/type_pickerlasso.svg	type_pickerlasso.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/20/type_polyline.svg	type_polyline.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/20/type_rectangular.svg	type_rectangular.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/20/zoom_schematic.svg	zoom_schematic.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/18/fliphoriz2.svg	fliphoriz2.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/18/flipvert2.svg	flipvert2.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/18/folder.svg	folder.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/18/folder_anim.svg	folder_anim.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/18/folder_anim_inactive.svg	folder_anim_inactive.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/18/folder_anim_inactive_on.svg	folder_anim_inactive_on.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/18/folder_anim_on.svg	folder_anim_on.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/18/folder_inactive.svg	folder_inactive.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/18/folder_inactive_on.svg	folder_inactive_on.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/18/folder_on.svg	folder_on.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/18/folder_preset.svg	folder_preset.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/18/folder_preset_on.svg	folder_preset_on.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/18/folder_project.svg	folder_project.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/18/folder_project_on.svg	folder_project_on.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/18/folder_project_root.svg	folder_project_root.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/18/folder_vc.svg	folder_vc.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/18/folder_vc_on.svg	folder_vc_on.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/18/fx.svg	fx.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/18/lock.svg	lock.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/18/lock_on.svg	lock_on.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/18/preview.svg	preview.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/9/pane_more.svg	pane_more.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/11/menu_toggle.svg	menu_toggle.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/11/menu_toggle_on.svg	menu_toggle_on.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/16/actual_pixel_size.svg	actual_pixel_size.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/16/add_cell.svg	add_cell.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/16/add_cells.svg	add_cells.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/16/align_center.svg	align_center.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/16/align_left.svg	align_left.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/16/align_right.svg	align_right.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/16/alpha_locked.svg	alpha_locked.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/16/antialias.svg	antialias.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/16/apply_match_lines.svg	apply_match_lines.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/16/auto_create.svg	auto_create.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/16/auto_create_on.svg	auto_create_on.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/16/auto_input_cell_number.svg	auto_input_cell_number.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/16/auto_stretch.svg	auto_stretch.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/16/auto_stretch_on.svg	auto_stretch_on.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/16/autocenter.svg	autocenter.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/16/autoexpose.svg	autoexpose.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/16/batchservers.svg	batchservers.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/16/bevel_join.svg	bevel_join.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/16/binarize.svg	binarize.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/16/blackbg_check.svg	blackbg_check.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/16/blankframes.svg	blankframes.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/16/bold.svg	bold.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/16/brightness_contrast.svg	brightness_contrast.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/16/butt_cap.svg	butt_cap.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/16/cache_fx.svg	cache_fx.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/16/camera.svg	camera.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/16/camera_capture.svg	camera_capture.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/16/camera_settings.svg	camera_settings.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/16/camera_test.svg	camera_test.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/16/center_reset.svg	center_reset.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/16/centerline.svg	centerline.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/16/clapboard.svg	clapboard.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/16/cleanup.svg	cleanup.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/16/cleanup_add.svg	cleanup_add.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/16/cleanup_preview.svg	cleanup_preview.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/16/cleanup_settings.svg	cleanup_settings.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/16/clear.svg	clear.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/16/clear_cache.svg	clear_cache.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/16/clipping_mask.svg	clipping_mask.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/16/clone_cells.svg	clone_cells.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/16/collect_assets.svg	collect_assets.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/16/colorfade.svg	colorfade.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/16/colormodel.svg	colormodel.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/16/comboviewer.svg	comboviewer.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/16/compare.svg	compare.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/16/config.svg	config.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/16/connect.svg	connect.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/16/console.svg	console.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/16/content_copy.svg	content_copy.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/16/contrast.svg	contrast.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/16/convert.svg	convert.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/16/create_in_hold.svg	create_in_hold.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/16/create_in_hold_on.svg	create_in_hold_on.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/16/current_on_top.svg	current_on_top.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/16/cut.svg	cut.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/16/define_subcamera_preview.svg	define_subcamera_preview.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/16/delete.svg	delete.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/16/delete_lines.svg	delete_lines.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/16/delete_match_lines.svg	delete_match_lines.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/16/delete_unused_styles.svg	delete_unused_styles.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/16/desktop.svg	desktop.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/16/dialogue.svg	dialogue.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/16/dialogue_import.svg	dialogue_import.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/16/disconnect.svg	disconnect.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/16/document.svg	document.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/16/downloads.svg	downloads.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/16/duplicate.svg	duplicate.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/16/duplicate_drawing.svg	duplicate_drawing.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/16/enter_group.svg	enter_group.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/16/export.svg	export.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/16/export_cameratrack.svg	export_cameratrack.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/16/export_level.svg	export_level.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/16/export_oca.svg	export_oca.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/16/export_scene.svg	export_scene.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/16/export_smimages.svg	export_smimages.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/16/export_soundtrack.svg	export_soundtrack.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/16/export_tvpaint.svg	export_tvpaint.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/16/export_xdts.svg	export_xdts.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/16/export_xsheetpdf.svg	export_xsheetpdf.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/16/fast_render_mp4.svg	fast_render_mp4.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/16/favorites.svg	favorites.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/16/fb_back.svg	fb_back.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/16/fb_down.svg	fb_down.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/16/fb_fwd.svg	fb_fwd.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/16/fb_up.svg	fb_up.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/16/file_copy.svg	file_copy.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/16/filebrowser.svg	filebrowser.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/16/fill_check.svg	fill_check.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/16/fill_empty_cells.svg	fill_empty_cells.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/16/fit_to_window.svg	fit_to_window.svg	svg	menu/toolbar action		
toonz/sources/toonz/icons/dark/actions/16/flipbook.svg	flipbook.svg	svg	menu/toolbar action		
